,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
6159,568173435173482496,neutral,1.0,,,Southwest,,Shadowjin12,,0,southwestair heart flying,,2015-02-18 14:21:17 -0800,,
5323,569197350901714944,negative,1.0,Customer Service Issue,0.6693,Southwest,,jmwait,,0,southwestair received error online hold hour completely unacceptable,,2015-02-21 10:09:58 -0800,,Eastern Time (US & Canada)
8466,568232942612447232,positive,1.0,,,Delta,,CapeMcMoose,,0,jetblue amazingly awesome customer service reservation agent tonight helping correct mistake love airline,,2015-02-18 18:17:45 -0800,,Arizona
9552,569881062169567232,negative,1.0,Late Flight,1.0,US Airways,,_Leycar,,0,usairways flight plan delayed tuesday due computer crash,,2015-02-23 07:26:47 -0800,,Eastern Time (US & Canada)
4377,570281275216367616,positive,0.345,,0.0,Southwest,,SMiles1307,,0,southwestair least enjoy free cocktail two,,2015-02-24 09:57:05 -0800,,
6022,568432390957355008,positive,0.6774,,,Southwest,,cbigwater,,0,southwestair guess ashley great job presenting ragandisney http,,2015-02-19 07:30:17 -0800,"Window Rock, Arizona",Central Time (US & Canada)
5092,569351618522705920,positive,1.0,,,Southwest,,tbat08,,0,southwestair thanks getting home denver tonight despite snow,,2015-02-21 20:22:58 -0800,"Nashville, tn ",Central Time (US & Canada)
9037,570274302118858752,negative,1.0,Can't Tell,0.6614,US Airways,,ajbibbs,,0,usairways first impression hard reverse horrible first experience never fly,,2015-02-24 09:29:23 -0800,,
5377,569158546404864001,negative,1.0,Customer Service Issue,1.0,Southwest,,GRitchart,,1,southwestair hold hour minute cust service help,,2015-02-21 07:35:46 -0800,,
3019,568795875612463104,negative,1.0,Cancelled Flight,1.0,United,,blastedgtl,,0,united cancelled flightled upset one cancelled flight could rented car would honest,,2015-02-20 07:34:39 -0800,,Quito
3029,568788152955092992,negative,1.0,Customer Service Issue,0.6804,United,,dnr_pr,,0,united funny boarding pas said priority clearly priority airline,,2015-02-20 07:03:57 -0800,NYC,Eastern Time (US & Canada)
8025,568861022343307264,negative,1.0,Customer Service Issue,1.0,Delta,,JSHKODNIK,,0,jetblue worst customer service airline company dontflythem,,2015-02-20 11:53:31 -0800,"Buffalo, New York, Florida",Quito
2636,568979198007595008,negative,1.0,Customer Service Issue,0.3379,United,,JesseLitsch,,0,united wait time baggage question minute crazy limit amount bag bring internationally,,2015-02-20 19:43:06 -0800,,
12863,569997655713173504,negative,1.0,Customer Service Issue,1.0,American,,AsianInTheSun,,0,americanair worst flight change policy mercy sympathy bummer ca go funeral see friend bc,,2015-02-23 15:10:05 -0800,"New York, New York",Eastern Time (US & Canada)
9652,569757773937770496,negative,0.6588,Can't Tell,0.6588,US Airways,,rossj987,,1,usairways already planning local boycott washington area,,2015-02-22 23:16:53 -0800,"Washington, D.C.",Eastern Time (US & Canada)
1131,569918449121673216,negative,1.0,Can't Tell,0.6421,United,,fdashev,,0,united either fine however plundering dollar fine,,2015-02-23 09:55:21 -0800,"Pittsburgh, PA",
3018,568796113081376768,negative,0.6297,Cancelled Flight,0.6297,United,,blastedgtl,,0,united flight cancelled flightled new flight hopefully,,2015-02-20 07:35:35 -0800,,Quito
2945,568819406207356928,negative,1.0,Late Flight,0.3486,United,,RickWasfy,,0,united flight yyc providing free food allowed back board broken lightbulb,,2015-02-20 09:08:09 -0800,Calgary,
3659,568203785996263424,positive,0.6525,,,United,,mfcompany,,0,united kinda funny worry,,2015-02-18 16:21:53 -0800,Las Vegas,Eastern Time (US & Canada)
13699,569742876793372672,negative,1.0,Bad Flight,0.3655,American,,excake,,0,americanair stuck plane landing crew unable figure,,2015-02-22 22:17:41 -0800,"Austin, TX",Central Time (US & Canada)
9270,570013961808187393,negative,1.0,Lost Luggage,1.0,US Airways,,maggie_randall,,1,usairways able locate insane trust pay look thing lost,,2015-02-23 16:14:53 -0800,,Quito
12520,570130746356211713,negative,0.6708,Can't Tell,0.3663,American,,SweetKirabella,,0,americanair ty site say please note offer print subscription service american way,,2015-02-23 23:58:57 -0800,The 2nd star to the right ,Pacific Time (US & Canada)
8703,567935527481188352,neutral,1.0,,,Delta,,ToTravelToLive,,0,jetblue anywhere warm cause freezing nyc,,2015-02-17 22:35:56 -0800,NYC,
2663,568965165783388160,negative,1.0,Can't Tell,0.6322,United,,xVanDanx,,0,united thanks nothing next time bring whole extra suitcase extra pound make sense right,,2015-02-20 18:47:21 -0800,Silver Spring,Eastern Time (US & Canada)
13408,569870075316064256,neutral,1.0,,,American,,sindhurella67,,0,americanair need back cleveland early possible tomorrow,,2015-02-23 06:43:08 -0800,,Eastern Time (US & Canada)
5378,569158261301227520,negative,1.0,Lost Luggage,0.6477,Southwest,,pmiwanowicz,,0,southwestair long wait bag could next flight party could waited albany,,2015-02-21 07:34:38 -0800,"Albany, NY",Quito
8146,568711179318779904,neutral,0.6559999999999999,,0.0,Delta,,M_Balt,,0,jetblue eta flight orlando morning,,2015-02-20 01:58:05 -0800,,Mountain Time (US & Canada)
1362,569765076980215809,negative,1.0,Late Flight,0.68,United,,__XT,,0,united aaaand hour late flightr wo catching flight til stuck airport snowstorm patience,,2015-02-22 23:45:54 -0800,,Eastern Time (US & Canada)
7180,569913667476549632,negative,1.0,Can't Tell,0.3408,Delta,,bostongarden,,0,jetblue one way letting select city strange fair look normal,,2015-02-23 09:36:21 -0800,"Boston, Austin, Kansas City ",Eastern Time (US & Canada)
8170,568637437812944896,neutral,1.0,,,Delta,,JetBlueNews,,0,jetblue wsj team offer flight access journal digital journal http,,2015-02-19 21:05:04 -0800,USA,Sydney
5533,568914672826474496,neutral,0.6747,,0.0,Southwest,,mcyoung2,,0,southwestair special fare student visit prospective school expensive visit graduate program,,2015-02-20 15:26:42 -0800,ILLINOIS,Mountain Time (US & Canada)
3481,568399913358221312,negative,0.6553,Customer Service Issue,0.3401,United,,WeekendInParis,,0,united customary upgrade flight attendant uniform v passenger one flt iah,,2015-02-19 05:21:14 -0800,,Central Time (US & Canada)
14103,569666226974294016,negative,1.0,Customer Service Issue,1.0,American,,otisday,,0,americanair ezemanalyst tweet canned impersonal response though impatient customer got,,2015-02-22 17:13:07 -0800,Pekin,Eastern Time (US & Canada)
6255,568093190185566208,neutral,1.0,,,Southwest,,saysorrychris,,0,southwestair saysorrychris follow back quick dm followed,,2015-02-18 09:02:25 -0800,Everywhere But Never Scared,Hawaii
10715,568948462030467072,negative,0.6386,Flight Attendant Complaints,0.3409,US Airways,,drfrnknsteindmd,,0,usairways americanair mention silver preferred member fly every week always even meal voucher,,2015-02-20 17:40:58 -0800,,
10522,569229441739522048,negative,1.0,Customer Service Issue,1.0,US Airways,,billskutch,,0,usairways unbelievable consecutive day ca get person hold hour still going,,2015-02-21 12:17:29 -0800,,Eastern Time (US & Canada)
12410,570197193254170624,negative,1.0,Flight Booking Problems,0.7,American,,jhamby1,,0,americanair flight wrong day confirm usxlon departure people,,2015-02-24 04:22:59 -0800,"Winston-Salem, NC",Eastern Time (US & Canada)
5112,569336871853170688,negative,1.0,Late Flight,1.0,Southwest,,scoobydoo9749,,0,southwestair still baltimore delta lap around u laughing ridiculous,"[39.1848041, -76.6787131]",2015-02-21 19:24:22 -0800,"Tallahassee, FL",America/Chicago
5940,568469155709624321,negative,1.0,Cancelled Flight,0.6383,Southwest,,Kbaiocchi,,0,southwestair flight cancelled flighted delayed expect full compensation park ticket hotel amp flight,,2015-02-19 09:56:23 -0800,CT ,Eastern Time (US & Canada)
9684,569719242427396096,negative,1.0,Cancelled Flight,0.6987,US Airways,,MelCMP,,0,usairways given option new flight ca get plane eventprof worst travel experience ever,,2015-02-22 20:43:46 -0800,Pennsylvania,Eastern Time (US & Canada)
9112,570214488739225601,negative,1.0,Lost Luggage,1.0,US Airways,,kintheusa,,0,usairways dm please regard update lost bag please,,2015-02-24 05:31:42 -0800,,
9904,569621698905022464,negative,1.0,Late Flight,0.6939,US Airways,,PhilHagen,,0,usairways americanair lax connect term term layover due delay realistic held,,2015-02-22 14:16:10 -0800,"Lewes, DE, USA",Eastern Time (US & Canada)
2880,568850826552320000,negative,1.0,Customer Service Issue,0.6787,United,,bugstory,,0,united contd told asking refund used ticket flight got cancelled flightled ticket used,,2015-02-20 11:13:00 -0800,"Baltimore, MD",Eastern Time (US & Canada)
5839,568559381295407104,neutral,0.6905,,,Southwest,,geekstiel,,0,southwestair please reply dm,,2015-02-19 15:54:54 -0800,,Atlantic Time (Canada)
3381,568479942146707456,negative,1.0,Can't Tell,0.6663,United,,jenny0z,,0,united nonrefundable hence wrote make sense credit nothanks,,2015-02-19 10:39:14 -0800,new york city ,
12255,570250470289068032,negative,1.0,Customer Service Issue,1.0,American,,blueswingpark,,0,americanair stop sending back customer relation hand written letter send letter called help,,2015-02-24 07:54:41 -0800,san francisco califorania,Pacific Time (US & Canada)
1302,569842452716236800,negative,1.0,Can't Tell,0.6702,United,,ShowExpert,,0,united showexpert going united mileage program pay ticket get fraction pqd credit,,2015-02-23 04:53:22 -0800,"Boulder, Colorado",
13870,569698811708370944,negative,1.0,Customer Service Issue,1.0,American,,cjelinjr,,0,americanair wait hour talk someone changed flight,,2015-02-22 19:22:35 -0800,,Central Time (US & Canada)
7442,569604033083789312,negative,0.6535,Late Flight,0.6535,Delta,,ItsChristine_x,,0,jetblue point delay take different flight destination,,2015-02-22 13:05:58 -0800,,Eastern Time (US & Canada)
4957,569607114462793730,neutral,0.6772,,,Southwest,,SBaskinEvents,,1,southwestair check grader school science fair project love flying southwest airline http,,2015-02-22 13:18:13 -0800,"Hanover, Maryland",
4836,569688256247427072,negative,1.0,Lost Luggage,1.0,Southwest,,scoobydoo9749,,0,southwestair got call rdu baggage except help bc ca get flying back home,,2015-02-22 18:40:39 -0800,"Tallahassee, FL",America/Chicago
10401,569330030074990592,negative,1.0,Customer Service Issue,1.0,US Airways,,jeffpash,,0,usairways clever clear need agent min hold counting flex workforce highly possible,,2015-02-21 18:57:11 -0800,San Francisco,Pacific Time (US & Canada)
11572,567923361256460288,negative,1.0,Late Flight,1.0,US Airways,,sethdpowers,,0,usairways minute delay absurd feel free provide credit http,,2015-02-17 21:47:35 -0800,,
12965,569972721901277184,negative,1.0,Lost Luggage,1.0,American,,FunNateofPMG,,0,americanair care le youre without bag day week ive story last hour want bag,,2015-02-23 13:31:01 -0800,,Quito
5720,568780060720701440,neutral,0.66,,,Southwest,,geekstiel,,0,southwestair last chance get destinationdragons ticket would die happiness,,2015-02-20 06:31:48 -0800,,Atlantic Time (Canada)
13530,569839807787958273,negative,1.0,longlines,0.6798,American,,unclesahm,,0,americanair one checkpoint open jfk terminal ridiculous,,2015-02-23 04:42:51 -0800,LA via NY via SP,Pacific Time (US & Canada)
9389,569959365236690945,negative,1.0,Bad Flight,0.4039,US Airways,,joyadventuremom,,0,usairways need speak customer service agent today unfortunate incident discrimination today,,2015-02-23 12:37:56 -0800,,
942,569999529677852672,negative,1.0,Customer Service Issue,1.0,United,,zaudrey,,0,united never experienced worst customer service placing blame codeshare partner assuming responsibility unacceptable,,2015-02-23 15:17:32 -0800,,Pacific Time (US & Canada)
11936,570292403309035520,neutral,1.0,,,American,,pbpinftworth,,0,americanair pbpinftworth iphone plus,"[32.82813261, -97.25115941]",2015-02-24 10:41:19 -0800,"DFW, TX",Central Time (US & Canada)
3235,568576245027336193,negative,1.0,Late Flight,0.6765,United,,MeYoItsMe,,0,united hour stuck still plane total failure partner ensuring best customer experience,,2015-02-19 17:01:55 -0800,,
14473,569610485101768704,negative,0.6941,Flight Booking Problems,0.6941,American,,jmgscott,,0,americanair russellswriting rus please contact reservation reflight booking problem good luck,,2015-02-22 13:31:37 -0800,"Dallas, TX",Central Time (US & Canada)
3257,568566729992847360,neutral,0.6742,,,United,,dr_spencer,,0,united give couple week thank,,2015-02-19 16:24:06 -0800,Nicaragua,Central America
11065,568544199072735232,negative,1.0,Bad Flight,0.6296,US Airways,,TimJCarey,,0,usairways pure anarchy flight slc people walking nothing packed bag arm full stuff getittogether,,2015-02-19 14:54:34 -0800,DC,Central Time (US & Canada)
12193,570265689589592064,negative,0.6982,Can't Tell,0.3848,American,,JESSICRUNK,,0,americanair someone contact awful experience american airline weekend,,2015-02-24 08:55:10 -0800, Los Angeles,Pacific Time (US & Canada)
176,569354267854704641,positive,1.0,,,Virgin America,,simpasmore,,0,virginamerica thank follow,,2015-02-21 20:33:30 -0800,Barbados ,Eastern Time (US & Canada)
435,568068513224654848,neutral,1.0,,,Virgin America,,0504Traveller,,0,virginamerica battle southwestair austinairport route http via usatoday,,2015-02-18 07:24:22 -0800,,Central Time (US & Canada)
7520,569547458520469505,negative,1.0,longlines,1.0,Delta,,davisesq212,,0,jetblue excuse though gate change though,,2015-02-22 09:21:10 -0800,New York City,Eastern Time (US & Canada)
7049,569947476830101504,neutral,1.0,,,Delta,,Milkman__Dead,,0,jetblue reading nytimes jetblue fleet fleek http,,2015-02-23 11:50:42 -0800,New Yawk,Pacific Time (US & Canada)
308,568802396907835393,positive,0.6658,,,Virgin America,,AdamSinger,,0,virginamerica happy spend day together let,,2015-02-20 08:00:33 -0800,"San Francisco, CA",Central Time (US & Canada)
1565,569663687222542336,negative,1.0,Late Flight,0.7040000000000001,United,,mangz,,1,united heading back gate bc improper load ur packing u gill least take care load bag expecting comp,,2015-02-22 17:03:01 -0800,"ÜT: 40.729379,-74.002951",Alaska
3964,567905267033055233,negative,1.0,Bad Flight,1.0,United,,therealBruceK,,0,united rtb gt iah first class wife global service headache due neighbor smoking e cigarette contact pls,,2015-02-17 20:35:41 -0800,,
6727,567718653735731200,negative,1.0,Customer Service Issue,1.0,Southwest,,MyMissus,,0,southwestair guy real hold hour including one hangup please someone reach get back,,2015-02-17 08:14:09 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
2135,569343661063823360,neutral,1.0,,,United,neutral,aushianya,,0,united question,,2015-02-21 19:51:21 -0800,,
9097,570226104839090176,negative,1.0,Late Flight,0.3516,US Airways,,MandiBPro,,0,usairways reflight booking problem event flying attend waiting jetway driver still tarmac,,2015-02-24 06:17:52 -0800,"Jacksonville, FL",Eastern Time (US & Canada)
12857,569999295631527937,negative,1.0,Customer Service Issue,0.6805,American,,waynebevan,,0,americanair additional fare cost tix change price uk pound issue uk pound badcustomerservice,,2015-02-23 15:16:36 -0800,,Alaska
9311,569989322641936385,neutral,1.0,,,US Airways,,VincesViews,,0,usairways help chairman flight phx connect sjc miss connection reroute please,,2015-02-23 14:36:59 -0800,"San Jose, Ca",Eastern Time (US & Canada)
8446,568251373189349376,positive,1.0,,,Delta,,MissPeache,,0,jetblue thanks stbernard taking time read page find info supervisor felt insist tho showed previous comm,,2015-02-18 19:30:59 -0800,On the road to paradise,Eastern Time (US & Canada)
4977,569588348593025024,negative,0.3546,Can't Tell,0.3546,Southwest,,marysilvadoctor,,0,southwestair thanks response flight time passed rebooked,"[41.72810364, -71.43406677]",2015-02-22 12:03:39 -0800,"Nashville, TN",Central Time (US & Canada)
11388,568153430776287233,negative,1.0,Damaged Luggage,1.0,US Airways,,TotalRugby,,4,usairways drvrugby team back home luggage wet partly damaged happy blizzard,,2015-02-18 13:01:48 -0800,The Rugby Universe ,Berlin
11974,570279368766959616,neutral,0.6739,,,American,,jjqb1,,0,americanair bird could fly south america example argentina,,2015-02-24 09:49:31 -0800,,Buenos Aires
595,570260118043914240,negative,1.0,Customer Service Issue,1.0,United,,throthra,,0,united believe help customer service could like said want number someone fix,,2015-02-24 08:33:01 -0800,,
7393,569628053648904195,neutral,0.633,,0.0,Delta,,rambinasaurus,,0,jetblue disabled seat row get board earlier,,2015-02-22 14:41:25 -0800,,Atlantic Time (Canada)
7889,569091868153253888,neutral,0.6503,,,Delta,,Galapaghxst,,0,jetblue real shit nigga north play around,,2015-02-21 03:10:49 -0800,,
7072,569940226984042496,neutral,0.6546,,0.0,Delta,,TheFootPrince,,0,jetblue tell truth pic social medium community manager http,,2015-02-23 11:21:53 -0800,NJ and NYC,Eastern Time (US & Canada)
6830,570221178658418689,positive,1.0,,,Delta,,AStateOfSnark,,0,jetblue incredible pr team,,2015-02-24 05:58:17 -0800,Boston,Atlantic Time (Canada)
4625,569975684476641280,negative,0.6253,Can't Tell,0.3227,Southwest,,suzyyogi,,0,southwestair destinationdragon tix tonite inconvenience since play scavenger hunt,,2015-02-23 13:42:47 -0800,suburbs of Pittsburgh....,Quito
9025,570279050276704257,neutral,0.6354,,,US Airways,,sundialtours,,0,usairways airport snow removal method keep good work folk cessna become http,,2015-02-24 09:48:15 -0800,"Astoria, OR",Tijuana
5332,569184886424268800,negative,1.0,Cancelled Flight,1.0,Southwest,,suezquesteen,,0,southwestair trying get anyone phone flt cancelled flighted please get denver,,2015-02-21 09:20:26 -0800,"Murfreesboro, TN",Central Time (US & Canada)
9863,569633323997212672,negative,1.0,Late Flight,0.6202,US Airways,,ardakuyumcu,,2,usairways ca seem find pilot flight never seen anything like drunkpilots http,,2015-02-22 15:02:22 -0800,,Eastern Time (US & Canada)
5351,569172570932690947,negative,1.0,Customer Service Issue,0.6816,Southwest,,slandail,,0,southwestair hour hold trying reschedule cancelled flightled flight hold music stopped one answering reach rep,,2015-02-21 08:31:30 -0800,"Columbus, Ohio",Eastern Time (US & Canada)
12172,570270435478122497,positive,1.0,,,American,,beckyw618,,0,americanair thanks much,,2015-02-24 09:14:01 -0800,,
2623,568987303302950913,negative,1.0,Customer Service Issue,0.7128,United,,elbrooklyntaco,,1,united tweet u choose answer tell liable youretheworst neveragain,,2015-02-20 20:15:19 -0800,,
9399,569950482665308160,positive,1.0,,,US Airways,,EmmaJLogue,,0,usairways thanks hope maybe put good word,,2015-02-23 12:02:38 -0800,,Eastern Time (US & Canada)
4572,570009135519035392,neutral,0.7273,,0.0,Southwest,,JReneeX0X0,,0,southwestair word customer relation department open back,,2015-02-23 15:55:42 -0800,Around...,Eastern Time (US & Canada)
11084,568523003778084864,negative,1.0,Bad Flight,0.6687,US Airways,,ochsfamily,,0,usairways guess take chance amp keep courtesy free seems cabin always full,,2015-02-19 13:30:21 -0800,Midwest,Indiana (East)
14128,569663735217971200,negative,1.0,longlines,0.633,American,,WishUpon_26,,0,americanair want stay overnight airport since morning,,2015-02-22 17:03:12 -0800,KY,Eastern Time (US & Canada)
231,569205125278859265,positive,1.0,,,Virgin America,,ninjasistah,,0,virginamerica thanks much,,2015-02-21 10:40:51 -0800,Massachusetts,Eastern Time (US & Canada)
179,569324558999691264,neutral,0.6701,,0.0,Virgin America,,TTINAC11,,0,virginamerica dm,,2015-02-21 18:35:27 -0800,"Las Vegas, NV",Mountain Time (US & Canada)
7550,569534889055395841,negative,1.0,Customer Service Issue,0.6733,Delta,,jackburke,,0,jetblue u guy kidding help anywhere hour delay still answer bad cust service idlovetoask http,,2015-02-22 08:31:13 -0800,austin,Eastern Time (US & Canada)
737,570108724636831745,negative,0.6721,Customer Service Issue,0.6721,United,,kbleggett,,0,lindaswc united like hear poor experience please share detail customer care team http,,2015-02-23 22:31:26 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
14076,569670523765960704,positive,1.0,,,American,,gerardoquezada_,,0,americanair thanks show,,2015-02-22 17:30:11 -0800,Ciudad Juárez MX. [CJS/MMCS],Mountain Time (US & Canada)
8280,568535405361913857,neutral,0.6495,,0.0,Delta,,Peaches275,,0,jetblue hi claim point order purchased totally forgot put promo code,,2015-02-19 14:19:38 -0800,New Jet City,Central Time (US & Canada)
10705,568961160357285889,negative,1.0,Can't Tell,1.0,US Airways,,jimmydubbybubby,,0,usairways thought united worst airline nah guy far worse delta decent airline,,2015-02-20 18:31:26 -0800,Been inside your mum since '92,Central Time (US & Canada)
3865,568067938843893761,negative,0.6786,Cancelled Flight,0.3563,United,,sheldoncharron,,0,united landed day late flight almost sleep feel sorry woman consoled mother died night,,2015-02-18 07:22:05 -0800,Los Angeles & Vancouver,Pacific Time (US & Canada)
5865,568538034947297281,positive,1.0,,,Southwest,,PLLMyObsessionn,,0,southwestair thank,,2015-02-19 14:30:05 -0800,We know all so follow -A,
10637,569072664997801984,negative,1.0,Damaged Luggage,0.6663,US Airways,,WTFloris,,0,usairways oh yes load time running connecting flight delayed minute,,2015-02-21 01:54:30 -0800,Raxacoricofallapatorius,Amsterdam
6057,568391382496378880,negative,1.0,Bad Flight,1.0,Southwest,,Fuzzyrussianman,,0,southwestair getting leathery heat even get vega,,2015-02-19 04:47:20 -0800,,Central Time (US & Canada)
8981,570304244001193984,negative,1.0,longlines,0.3663,US Airways,,Anthony_Scerri,,0,usairways stuck minute due lavatory issue beverage snack customer service flt pho fail refund,,2015-02-24 11:28:22 -0800,"Astoria, NY",Quito
9578,569869163029762048,positive,1.0,,,US Airways,,jcsolomons,,0,usairways thank,,2015-02-23 06:39:30 -0800,"Boston, MA",Quito
109,569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,virginamerica getaway deal may lot cool city http cheapflights farecompare,,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada)
5705,568791283575201792,positive,1.0,,,Southwest,,Lil_Larso,,0,southwestair shout flight crew taking amazing care u double flight thankyou,,2015-02-20 07:16:24 -0800,"Grand Rapids,MI & Orlando, FL",Pacific Time (US & Canada)
11881,570307949614256128,negative,0.6316,Bad Flight,0.3164,American,,ELLLORRAC,,0,americanair thanks getting back find airline future,,2015-02-24 11:43:05 -0800,,Central Time (US & Canada)
1321,569833653871742976,negative,1.0,Lost Luggage,1.0,United,,ClareSPhoto,,0,united sent message facebook follow complaint missing clothing checked baggage,,2015-02-23 04:18:24 -0800,"Chorley, Lancashire",Amsterdam
5935,568474442210283520,neutral,0.6627,,0.0,Southwest,,OhYouLanceyHuh,,0,southwestair must nonstop flight stop running august,,2015-02-19 10:17:23 -0800,508--954--305--615,Quito
1995,569484788404322304,negative,1.0,Lost Luggage,1.0,United,,traceyabbywhite,,0,united lost bag next flight time load hour delay consequence platinum gold,,2015-02-22 05:12:08 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
6495,567817455234715649,negative,0.6803,Can't Tell,0.6803,Southwest,,ishboo3002,,0,southwestair plan make southwest app android crappy,,2015-02-17 14:46:45 -0800,"Tucson, AZ",Pacific Time (US & Canada)
755,570097432383651840,negative,1.0,Late Flight,1.0,United,,DavidRogerswork,,0,united arriving two hour late flight clt sitting tarmac move plane gate unhappy customer,,2015-02-23 21:46:34 -0800,,
10393,569336493224955904,negative,1.0,Late Flight,1.0,US Airways,,daroberts1,,0,usairways delayed philly since sitting ontarmac since flight plz contact,"[39.87414053, -75.25236332]",2015-02-21 19:22:52 -0800,"Virginia Beach, Virginia",Eastern Time (US & Canada)
13736,569730747675897856,positive,1.0,,,American,,JasmineDT,,0,americanair early frontrunner best airline,,2015-02-22 21:29:29 -0800,Washington D.C. ,Eastern Time (US & Canada)
8183,568631243228762112,negative,1.0,Bad Flight,0.6667,Delta,,justchristina,,0,jetblue stewardess ca work galley light back nyc change light fromthefrontseat jetblueblues anku yaffasolin,,2015-02-19 20:40:27 -0800,"Boston, MA",Eastern Time (US & Canada)
800,570077847672328192,negative,1.0,Cancelled Flight,1.0,United,,CaseyWoodTV,,0,united ice totally understand large number u facing hour time overnight cancelled flightations seems like,,2015-02-23 20:28:45 -0800,,Eastern Time (US & Canada)
11064,568544211370418176,negative,1.0,Customer Service Issue,1.0,US Airways,,KateWells3,,0,usairways americanair total lack cust service mom flying solo baby flying air,,2015-02-19 14:54:37 -0800,,
2086,569378568628674561,negative,1.0,Customer Service Issue,1.0,United,,mollypriddy,,0,united stranded texas hang trying figure get home cool,,2015-02-21 22:10:03 -0800,"Kalispell, MT",Mountain Time (US & Canada)
5501,568944054303625217,positive,1.0,,,Southwest,,AuthorKristina,,0,southwestair early bird great employee awesome passenger killed buzz,,2015-02-20 17:23:27 -0800,Ohio,Eastern Time (US & Canada)
6200,568135153903656960,negative,1.0,longlines,1.0,Southwest,,angeladoheny26,,0,southwestair guess get airport early need wait checkin really,,2015-02-18 11:49:10 -0800,,
9322,569985288992264192,negative,1.0,Customer Service Issue,0.3561,US Airways,,ElmiraBudMan,,0,usairways plan changed u call bein able park time plane w hr layover n b able make ur connection seriously,,2015-02-23 14:20:57 -0800,Does it really matter,
69,569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,,gianagon,,0,virginamerica everything fine lost bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
5367,569165102307545088,negative,1.0,Customer Service Issue,0.6848,Southwest,,NicolePiering,,0,southwestair ca dm follow,,2015-02-21 08:01:49 -0800,"Long Island, NY",Eastern Time (US & Canada)
9406,569947283846004737,neutral,0.6187,,0.0,US Airways,,thomashoward88,,0,usairways u refuel sat long pilot announces truck look left actual announcement,,2015-02-23 11:49:56 -0800,,
8637,568094199586938880,negative,1.0,Customer Service Issue,0.6596,Delta,,RoieSasson,,0,jetblue personal email contact complaint know,,2015-02-18 09:06:26 -0800,"Miami, FL",Eastern Time (US & Canada)
10866,568813649336381440,negative,1.0,Late Flight,1.0,US Airways,,phlu,,0,usairways flight pushed back departure,,2015-02-20 08:45:16 -0800,Indianapolis & environs,Eastern Time (US & Canada)
5682,568810642523725824,neutral,1.0,,,Southwest,,CiaoBambino,,0,southwestair number use outside u thx,,2015-02-20 08:33:19 -0800,Everywhere,Pacific Time (US & Canada)
8670,568045665185452032,neutral,1.0,,,Delta,,BrianWalkerCHI,,0,jetblue social medium take flight fly likeagirl brand lesson learn smm brand http,,2015-02-18 05:53:35 -0800,"Chicago, an Airplane or Train ",Central Time (US & Canada)
10933,568776831006064640,negative,1.0,Late Flight,0.6629999999999999,US Airways,,riricesq,,0,usairways well told sitting plane hour option getting,,2015-02-20 06:18:58 -0800,On a beach,Quito
9947,569603833804038144,negative,0.6511,longlines,0.3284,US Airways,,mjmassa8,,0,usairways like another long relate flightd delay friday charlotte today philly letsgoalready,,2015-02-22 13:05:11 -0800,"Chicago, IL",Mountain Time (US & Canada)
5170,569285184605986816,negative,1.0,Customer Service Issue,1.0,Southwest,,sailorchick9705,,0,southwestair hold two hour finally hung able needed without customer service eventually,,2015-02-21 15:58:59 -0800,CT,
1680,569626978397134848,neutral,0.6117,,0.0,United,,BUlizard,,0,united got zero voucher hotel cab expect serious mileage credit,,2015-02-22 14:37:09 -0800,,
12290,570241050079420417,neutral,1.0,,,American,,petchmo,,0,americanair yet plan could fly low slow right front would great,,2015-02-24 07:17:15 -0800,Chicago,Central Time (US & Canada)
377,568440278853525504,neutral,0.6774,,0.0,Virgin America,,itsGREEKSAUSAGE,,0,virginamerica dm u also add,,2015-02-19 08:01:38 -0800,"NY, NJ, CA, Greece",Eastern Time (US & Canada)
1469,569707569448558592,neutral,1.0,,,United,,NancyDiaznancyn,,0,united hi relative flight booking problem number name clarita jaramillo mejia thank,"[-38.0269936, 145.2110041]",2015-02-22 19:57:23 -0800,,
9483,569910971222892545,negative,1.0,Late Flight,0.37,US Airways,,phillipfgo,,0,usairways another twist plot took miami return due unsecured cargo door stressful vacation ever,,2015-02-23 09:25:38 -0800,"Cincinnati, OH",
5961,568457761366781952,negative,0.6477,Customer Service Issue,0.6477,Southwest,,davedunlap,,0,southwestair yes know also noticed offer list boarding program popular,,2015-02-19 09:11:06 -0800,,Pacific Time (US & Canada)
2603,569007103542587392,neutral,0.3505,,0.0,United,,SCVPools,,0,united scvpools please call,,2015-02-20 21:33:59 -0800,Southern California and Hawaii,
